;Category;Image_link;Discount_icon_text;Item_name;Item_discount_time;Discount_shop_size;Item_price_euro;Item_price_cents;Item_price_before;Discount_facilitator
19;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fca64bc20.png;-21%;Sausai brandinta jautienos nugarinė BIOVELA, 220 g;Iki 02.12;2;7;49;9,49;
20;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fca6f3a09.png;-23%;Atšaldyta kiaulienos mentė be kaulo ir odos, vakuumuota, 1 kg;Iki 02.12;0;3;49;4,59;
21;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fca6e01f0.png;-17%;Vištienos faršas VILNIAUS PAUKŠTYNAS, rieb. % mažesnis negu 15, 400 g;Iki 02.12;0;1;89;2,29;
22;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fca725412.png;-36%;Švieži jautienos kukuliai GRYNUOLIAI, 300 g;Iki 02.12;2;2;39;3,79;
23;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fca74f478.png;-15%;Atšaldyta pjaustyta jautiena guliašui ruošti WELL DONE, 400 g;Iki 02.12;0;3;39;3,99;
24;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fca7129f4.png;-20%;Švieži kalakutų krūtinėlių pjausniai WELL DONE, 400 g;Iki 02.12;0;3;19;3,99;
25;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fca7a2aa6.png;-20%;Švieži viščiukų broilerių sparnų peteliai VILNIAUS PAUKŠTYNAS, 500 g;Iki 02.12;2;2;39;2,99;
26;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fca739477.png;-20%;"Marinuoti viščiukų sparnelių peteliai; vidurinės dalys PREMIUM, 3 rūšių, 500 g";Iki 02.12;0;3;59;4,49;
27;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fca763d8e.png;-11%;Kiaulienos sprandinė barbekiu česnakiniame marinate BIOVELA, sveriama, 1 kg;Iki 02.12;2;7;99;8,99;
28;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fca7785ba.png;-37%;Lėtai virtas viščiukas broileris WELL DONE, 1 kg;Iki 02.12;0;4;99;7,99;
29;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fca78d1f0.png;-35%;Lėtai virta marinuota plėšoma jautiena BIOVELA, 700 g;Iki 02.12;0;8;99;13,99;
30;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fca9c68f0.png;;Virtos VILNIAUS EKSTRA pieniškos dešrelės, a. r., 2 pak. × 260 g;Iki 02.12;0;3;49;;
31;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fca9e34fa.png;-50%;UTENOS MĖSOS gaminių linijai LIETUVOS STANDARTAS;Iki 02.12;0;;;;
32;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fcaa7d643.png;-40%;SAMSONO karštai rūkytoms dešroms ir dešrelėms;Iki 02.12;0;;;;
33;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fcaa67e74.png;-50%;Karštai rūkytos GIMINIŲ dešrelės, I r., 800 g;Iki 02.12;0;3;49;6,99;
34;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fcaa51566.png;-47%;Virta UTENOS DAKTARIŠKA dešra, a. r., 600 g;Iki 02.12;0;2;99;5,69;
35;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fcaae55fe.png;-20%;Itališkiems mėsos gaminiams CASA AZZURRA;Iki 02.12;2;;;;
36;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fcaaabc63.png;2 vnt. už;Šaltai rūkyti kiaulienos šoninės kubeliai MORLINY, a. r., 2 pak. × 200 g;Iki 02.12;0;2;69;;
37;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fcaa93874.png;-25%;Paštetams NOO LIHATOOSTUS;Iki 02.12;2;;;;
38;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fcaace13b.png;1+1;Vytinta ispaniška dešra FUETEC su pelėsiu, l r., 2 pak. × 170 g;Iki 02.12;0;3;49;;
39;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb505eae.png;-35%;MAŽEIKIŲ MĖSINĖS virtiems, keptiems, karštai rūkytiems gaminiams;Iki 02.12;0;;;;
40;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb45cfa0.png;-30%;KREKENAVOS vytintoms ir šaltai rūkytoms dešroms;Iki 02.12;0;;;;
41;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb524af0.png;-30%;ROKIŠKIO MĖSINĖS šaltai rūkytoms dešroms, vytintoms lazdelėms;Iki 02.12;0;;;;
42;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcbc02129.png;-44%;Sviestas SAULĖS PIEVOS, 82 % rieb., 200 g;Iki 02.12;0;1;39;2,49;
43;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65bcb3c23da8e.png;2 vnt. už;Varškė kruopelėmis ALMA, 0,1–5 % rieb., 2 pak. × 200 g;Iki 02.12;0;1;99;;Tik Su Programele
44;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fdcda958a.png;;ROKIŠKIO sūris MOZZARELLA, 45 % rieb. s. m., 200 g;Iki 03.04;0;1;59;;AČIŪ
45;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fdce011a5.png;;Kamamberas PRESIDENT, 60 % rieb. s. m., 3 rūšių, 120 g;Iki 03.04;0;1;39;;AČIŪ
46;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fdce38c5d.png;;Lydytas sviestas KHANUM GHEE, 99,8 % rieb., 500 g;Iki 03.04;0;4;99;;AČIŪ
47;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb930ae4.png;4 vnt. už;Glaistytas desertas JEPPI, 3 rūšių, 24–25 % rieb., 4 pak. × 38 g;Iki 02.12;0;0;99;;
48;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb9b988d.png;-33%;Fermentuotas braškių skonio jogurto gėrimas WELL DONE, 1,5 % rieb., 1 pak. (6 but. x 100 g);Iki 02.12;0;1;99;2,99;
49;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb86bf95.png;-44%;Sviestas SAULĖS PIEVOS, 82 % rieb., 200 g;Iki 02.12;0;1;39;2,49;
50;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb8dca3a.png;-31%;Pusriebė ŽEMAITIJOS varškė, 9 % rieb., 1 kg;Iki 02.12;0;4;29;6,29;
51;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb974f0e.png;-33%;KĖDAINIŲ KONSERVŲ FABRIKO majonezas BE KONSERVANTŲ, 62 % rieb., 430 g;Iki 02.12;0;1;69;2,55;
52;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb1afd69.png;;Natūralus ROKIŠKIO NAMINIS pienas, 3,5 % rieb., 2 l;Iki 02.12;0;2;49;;AČIŪ
53;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb1cc751.png;;Kefyras WELL DONE, 2,5 % rieb., 900 g;Iki 02.12;0;1;15;;AČIŪ
54;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb269ef2.png;;Natūrali DVARO grietinė, 30 % rieb., 500 g;Iki 02.12;0;2;49;;AČIŪ
55;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb231ac2.png;;Purškiamoji grietinėlė GRANAROLO, 28 % rieb., 250 ml;Iki 02.12;0;2;19;;AČIŪ
56;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb2148eb.png;;DVARO varškė, 9 % rieb., 180 g;Iki 02.12;0;1;29;;AČIŪ
57;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb18f35c.png;;Rūkytas DVARO varškės sūris su česnakais, 22 % rieb. s. m., 1 kg;Iki 02.12;0;17;29;;AČIŪ
58;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb1ebf4c.png;;Rūkytas lydytas sūris VISIEMS, 40 % rieb. s. m., 330 g;Iki 02.12;0;2;19;;AČIŪ
59;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb172200.png;;ROKIŠKIO NAMINIS sūris riekelėmis, 45 % rieb. s. m., 150 g;Iki 02.12;0;1;79;;AČIŪ
60;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb24de3e.png;-20%;Tepamasis sūris PHILADELPHIA, 2 rūšių, 20–21 % rieb. s. m., 300 g;Iki 02.12;2;3;99;4,99;
61;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb15400e.png;;ŽEMAITIJOS kastinys, 2 rūšių, 30–43 % rieb., 200 g;Iki 02.12;0;1;89;;AČIŪ
62;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb3826f9.png;-33%;Majonezas HELLMANN’S ORIGINAL, 76 % rieb., 855 ml;Iki 02.12;0;4;99;7,49;
63;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb31b074.png;;Vištų kiaušiniai FAVORIT  L dydžio, rudi, 1 dėž. (10 vnt.);Iki 02.12;0;1;75;;AČIŪ
64;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb2f24c3.png;;Pelėsinis sūris MEMEL BLUE, 50 % rieb. s. m., 100 g;Iki 02.12;2;1;79;;AČIŪ
65;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb293858.png;-20%;Ožkų pieno sūris riekelėmis EUROSER, 50 % rieb. s. m., 100 g;Iki 02.12;0;1;89;2,39;
66;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb3a2296.png;-23%;Kietasis sūris GRANAROLO be laktozės, 42,5 % rieb. s. m., 150 g;Iki 02.12;2;2;29;2,99;
67;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb2b163c.png;;Mocarelos sūris GALBANI, 45 % rieb. s. m., 220 g;Iki 02.12;2;1;09;;AČIŪ
68;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb3c69e0.png;;Puskietis sūris VILVI GOUDA, 45 % rieb. s. m., 240 g;Iki 02.12;0;1;99;;AČIŪ
69;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb361e18.png;;Tarkuotas ROKIŠKIO GRAND sūris, 2 rūšių, 40–44 % rieb. s. m., 250 g;Iki 02.12;2;2;49;;AČIŪ
70;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fcb2d4798.png;;Natūralus jogurtas GRAIKIŠKA AMFORA, 3,9 % rieb., 370 g;Iki 02.12;0;1;79;;AČIŪ
71;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fca834900.png;;Jogurtas BIFI ACTIVE, 3 rūšių, 2 % rieb., 900 g;Iki 02.12;0;1;69;;AČIŪ
72;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fca80961f.png;;Varškės desertas MAGIJA su želės gabaliukais, 7 % rieb., 1 kg;Iki 02.12;0;6;99;;AČIŪ
73;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fca8b2247.png;;Varškės sūrelis RYTAS, 3 rūšių, 7,5–8 % rieb., 100 g;Iki 02.12;0;0;89;;AČIŪ
74;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fca88eca6.png;-28%;Glaistytas varškės sūrelis PASAKA, 3 rūšių, 20–23 % rieb., 45 g;Iki 02.12;0;0;49;0,69;
75;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65c0fca81f716.png;-26%;Žirnių dešrelės WELL WELL, 200 g;Iki 02.12;0;2;19;2,99;
76;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65c0fcbc25f16.png;-33%;Švieži vaivorykštiniai upėtakiai, 1 kg;Iki 02.12;0;5;99;8,99;
77;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65c0fcaa3b9e8.png;-33%;Atšildytos nevirtos baltakojės blyškiosios krevetės, 1 kg;Iki 02.12;0;7;99;11,99;
78;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65c0fcaa2082f.png;-25%;Švieži paprastieji vilkešeriai, 1 kg;Iki 02.12;3;11;99;15,99;
79;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65c0fcaa0b279.png;-30%;Atšildyta ledjūrio menkių filė be odos, 1 kg;Iki 02.12;3;8;99;12,99;
80;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65c0fcacab355.png;-25%;Atšildyta gėlavandenių jūrinių lydekų filė, 1 kg;Iki 02.12;2;8;99;11,99;
81;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65c0fcad76310.png;-20%;Silkių filė aliejuje DESĖ, 3 rūšių, 700 g;Iki 02.12;0;3;89;4,89;
82;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65c0fcad8ef2c.png;-26%;"LIETUVIŠKA; ESTIŠKA; SKANDINAVIŠKA silkių filė, 3 rūšių, 210 g";Iki 02.12;0;1;09;1,49;
83;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65c0fcad5d570.png;-24%;"Šaltai rūkyta; sūdyta lašišų filė ZIGMAS, 2 rūšių, 160 g";Iki 02.12;0;4;29;5,69;
84;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65c0fcad42a26.png;-36%;Atšaldytos krabų skonio lazdelės iš surimio WELL DONE, 300 g;Iki 02.12;0;1;59;2,49;
85;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65c0fcad23825.png;-50%;Lašišinių žuvų raudonieji ikrai ALASKA GOLD, 95 g;Iki 02.12;0;6;49;12,99;
86;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65c0fcace5565.png;-22%;"Azijietiška; havajietiška; graikiška kepta žuvis SEKO, 3 rūšių, 500 g";Iki 02.12;0;2;69;3,49;
87;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65c0fca85d892.png;-25%;Konservams SUN & SEA;Iki 02.12;0;;;;
88;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65c0fca849648.png;-25%;Užtepėlėms ir ikrams ZIGMAS;Iki 02.12;0;;;;
89;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65c0fca878604.png;-30%;Jūrų gėrybių užkandis LOCAS, 3 rūšių, 200 g;Iki 02.12;2;2;99;4,29;
90;Kulinarija;https://offers.maxima.lt/media/MarketingOffer/65c0fca53b898.png;;Kepti bulviniai blynai su mėsa, 1 kg;Iki 02.12;0;5;95;;AČIŪ
91;Kulinarija;https://offers.maxima.lt/media/MarketingOffer/65c0fca564e5a.png;;Keptas varškės apkepas, 1 kg;Iki 02.12;0;6;95;;AČIŪ
92;Kulinarija;https://offers.maxima.lt/media/MarketingOffer/65c0fca5c2511.png;;Lietuviška mišrainė, fasuota, 300 g;Iki 02.12;0;1;45;;AČIŪ
93;Kulinarija;https://offers.maxima.lt/media/MarketingOffer/65c0fca576043.png;;Kepti vištienos suktinukai, 1 kg;Iki 02.12;0;8;95;;AČIŪ
94;Kulinarija;https://offers.maxima.lt/media/MarketingOffer/65c0fca6c2669.png;-10%;Meksikietiškos salotos, fasuotos, 250 g;Iki 02.12;2;1;75;1,95;
95;Kulinarija;https://offers.maxima.lt/media/MarketingOffer/65c0fca674953.png;-12%;Daržovių salotos su tunais MIMOZA, 1 kg;Iki 02.12;0;6;95;7,95;
96;Kulinarija;https://offers.maxima.lt/media/MarketingOffer/65c0fca688ec8.png;-10%;Kepti vištienos kepsneliai su ryžiais, fasuoti, 270 g;Iki 02.12;2;2;65;2,95;
97;Kulinarija;https://offers.maxima.lt/media/MarketingOffer/65c0fca6349b8.png;-11%;Kepti ŽARIJOS viščiukų broilerių ketvirčiai be antibiotikų, 1 kg;Iki 02.12;2;6;15;6,95;
98;Kulinarija;https://offers.maxima.lt/media/MarketingOffer/65c0fca69b670.png;-10%;Kepinta duona su sūrio ir majonezo padažu, fasuota, 240 g;Iki 02.12;0;2;65;2,95;
99;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65c0fdce4afae.png;;Spurga BUBBLE GUM IŠDAIGA (atitirpinta), 55 g, 1 vnt.;Iki 03.04;0;0;35;;AČIŪ
100;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65c0fcac6a3fd.png;;Pyragėlis LANKELIS su bananų skonio įdaru, 90 g, 1 vnt.;Iki 02.12;0;0;59;;AČIŪ
101;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65c0fcab7261a.png;;Pyragas su plikyto kremo įdaru, 400 g, 1 vnt.;Iki 02.12;0;1;99;;AČIŪ
102;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65c0fca45cd71.png;;Prancūziškas batonas su grūdais ir sėklomis MEDOMI, 240 g, 1 vnt.;Iki 02.12;0;0;65;;AČIŪ
103;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65c0fca4871a2.png;-21%;Prancūziška bandelė su dešrele, kečiupu ir garstyčiomis, 95 g, 1 vnt.;Iki 02.12;0;0;75;0,95;
104;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65c0fca5d4857.png;-10%;Tortas NAPOLEONAS, 1 kg;Iki 02.12;0;8;95;9,95;
105;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65c0fca59f090.png;-10%;Tortas PŪGA, 1 kg;Iki 02.12;0;8;95;9,95;
106;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65c0fca5519dc.png;-12%;Vyniotinis su karameliniu kremu ir spanguolių džemu, 1 kg;Iki 02.12;2;6;95;7,95;
107;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65c0fca5e7c89.png;-11%;Plokštainis su maskarponės sūrio kremu, 1 kg;Iki 02.12;0;7;95;8,95;
108;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65c0fca6603a7.png;-11%;Vokiškas pyragas su grietinėlės kremu ir medumi, 1 kg;Iki 02.12;0;7;95;8,95;
109;Duonos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fdcdbd593.png;;BIRŽŲ DUONOS plėšomos sviestinės bandelės BRIOCHE, 300 g;Iki 03.04;0;1;29;;AČIŪ
110;Duonos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fca506ec5.png;-18%;Raikytas SOSTINĖS batonas, 400 g;Iki 02.12;0;1;05;1,29;
111;Duonos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fca4aaabf.png;-20%;Sumuštinių duona BEATOS VIRTUVĖ su sėklomis, 400 g;Iki 02.12;0;1;75;2,19;
112;Duonos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fca498b3f.png;-20%;Šviesi raikyta ŽEMAITIŠKA duona, 700 g;Iki 02.12;0;1;19;1,49;
113;Duonos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fca518a58.png;-17%;Plikyta raikyta KLAIPĖDOS duona, 800 g;Iki 02.12;0;1;55;1,89;
114;Duonos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fca58d21e.png;-19%;Juoda duona JORĖ su saulėgrąžomis, 580 g;Iki 02.12;0;2;09;2,59;
115;Duonos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65c0fca5af3b7.png;-21%;Juoda raikyta BOČIŲ duona, 500 g;Iki 02.12;0;1;09;1,39;
116;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65c0fdce12324.png;;Šaldyti KARALIŠKIEJI koldūnai LIŪTUKAS IR KO, 800 g;Iki 03.04;0;3;19;;AČIŪ
117;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65c0fca7dd2b6.png;;Šaldyta ilgųjų jūrinių lydekų filė SUNRISE be odos, 750 g;Iki 02.12;2;5;89;;AČIŪ
118;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65c0fcb95372b.png;;Šaldytos KARALIŠKOS baltakojės blyškiosios krevetės SUNRISE PREMIUM, 280 g;Iki 02.12;0;5;99;;AČIŪ
119;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65c0fca7be100.png;-35%;Šaldyti koldūnai PINIGĖLIAI su mėsos įdaru, 500 g;Iki 02.12;0;2;39;3,69;
120;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65c0fca91ac39.png;-23%;Šaldyti virtų bulvių didžkukuliai TAVIJUTA su mėsos įdaru, 720 g;Iki 02.12;0;2;99;3,89;
121;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65c0fca933467.png;-35%;Šaldyta pica GRANDIOSA, 3 rūšių, 350 g;Iki 02.12;2;2;59;3,99;
122;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65c0fca905652.png;-20%;Šaldytoms bulvytėms FARM FRITES;Iki 02.12;0;;;;
123;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65c0fca9748bc.png;-20%;Šaldytiems produktams BRAVO PASTA;Iki 02.12;2;;;;
124;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65c0fca8cee21.png;-40%;Šaldytas pyragas DAIM, 400 g;Iki 02.12;2;4;79;7,99;
125;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65c0fca948092.png;-30%;"Valgomieji ledai; plombyras puodelyje KAR KAR, 3 rūšių, 70 g";Iki 02.12;0;0;69;0,99;
126;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65c0fca95e113.png;1+1;Plombyras ragelyje WELL DONE, 2 rūšių, 2 pak. × 90 g;Iki 02.12;0;1;69;;
127;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65c0fca98c161.png;3 vnt. už;Plombyras ant pagaliuko NYKŠTUKAS, 6 rūšių, 3 pak. × 58–63 g;Iki 02.12;0;1;99;;
128;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65c0fca9a23c9.png;-25%;Sicilijos pistacijų valgomieji ledai DIONE, 376 g;Iki 02.12;0;5;99;7,99;
129;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65c0fca8e3773.png;-40%;"Valgomieji ledai; plombyras KLASIKA, 2 rūšių, 500 g";Iki 02.12;0;2;39;3,99;
130;Saldumynai;https://offers.maxima.lt/media/MarketingOffer/65c1c88bc60bf.png;;FEASTABLES pieninis šokoladas MRBEAST BAR, 3 rūšių, 60 g;Iki 03.04;0;2;69;;AČIŪ
