;Category;Image_link;Discount_icon_text;Item_name;Item_discount_time;Discount_shop_size;Item_price_euro;Item_price_cents;Item_price_before;Discount_facilitator
12;Vaisiai ir daržovės;https://offers.maxima.lt/media/MarketingOffer/65ae8ec367b92.png;;Žalioji cukinija, 1 vnt.;Iki 01.29;0;1;09;;
13;Vaisiai ir daržovės;https://offers.maxima.lt/media/MarketingOffer/65ae8ec33ceae.png;;Lietuviški lupti virti burokėliai LINKĖJIMAI IŠ KAIMO, vakuumuoti, 500 g;Iki 01.29;0;0;59;;
14;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eac239a1.png;-50%;UTENOS MĖSOS GIMINIŲ linijai;Iki 01.29;0;;;;
15;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65aa368e1d7a3.png;1+1;Kepamosios vištienos dešrelės su žolelėmis HEAT& EAT, 2 pak. x 400 g;Iki 01.29;0;3;99;;Tik Su Programele
16;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb3b0bf2.png;-50%;Švieži viščiukų broilerių sparnų peteliai WELL DONE, 500 g;Iki 01.29;0;0;99;1,99;
17;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb3e209a.png;-16%;Atšaldyti kiaulienos šonkauliai WELL DONE, 1 kg;Iki 01.29;0;4;99;5,99;
18;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb453b4e.png;-50%;Lėtai virta plėšyta kiauliena WELL DONE, 700 g;Iki 01.29;0;4;99;9,99;
19;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb39576a.png;-22%;Atšaldytas kiaulienos kumpis be kaulo ir odos, vakuumuotas, 1 kg;Iki 01.29;0;3;49;4,49;
20;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb37cf03.png;;Atšaldyta smulkinta kiauliena ir jautiena BIOVELA, 18 % rieb., 450 g;Iki 01.29;0;2;39;;AČIŪ
21;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb3c996f.png;-30%;Šviežia triušienos kumpelių mėsa LAPINO PUOTA, 200 g;Iki 01.29;0;3;49;4,99;
22;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb46e816.png;-23%;Šviežios KAPSŲ kalakutienos dešrelės, 400 g;Iki 01.29;2;2;29;2,99;
23;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eac8ca32.png;-20%;Šviežia kiaulienos sprandinė GRYNUOLIAI be kaulo, 360 g;Iki 01.29;2;3;59;4,49;
24;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb6e5812.png;-20%;Šviežia viščiukų broilerių šlaunelių mėsa VILNIAUS PAUKŠTYNAS, 500 g;Iki 01.29;0;3;59;4,49;
25;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb5be9c4.png;-36%;Šviežias VILNIAUS PAUKŠTYNO viščiukas broileris, 1 kg;Iki 01.29;0;3;49;5,49;
26;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb667f8b.png;-26%;Sausai marinuoti MEKSIKIETIŠKI kiaulienos sprandinės kepsneliai, 400 g;Iki 01.29;2;4;79;6,49;
27;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb6aaed5.png;-20%;Viščiukų blauzdelės FIESTA su česnakiniu marinatu ir kmynais, 850 g;Iki 01.29;0;3;59;4,49;
28;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb70dd13.png;;Marinuotas viščiukas su šonine WELL DONE, 1 kg;Iki 01.29;0;3;69;;AČIŪ
29;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eac0c664.png;-30%;BIOVELOS kepamosioms dešrelėms;Iki 01.29;0;;;;
30;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eac441a5.png;-40%;Karštai rūkytiems ir keptiems NEMATEKO mėsos gaminiams;Iki 01.29;2;;;;
31;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eac5fc90.png;-33%;Virtos LIETUVIŠKOS sardelės, a. r., 1 kg;Iki 01.29;0;3;99;5,99;
32;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8ead0c8f1.png;-46%;Virta DAKTARIŠKA GASPADORIAUS dešra, a. r., 580 g;Iki 01.29;0;1;99;3,69;
33;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eacb6d7a.png;2 vnt. už;Karštai rūkytas SAMSONO servelatas, a. r., 2 pak. × 220 g;Iki 01.29;0;3;99;;
34;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eaca1c1a.png;2 vnt. už;Šaltai rūkyta kiaulienos šoninė BIOVELA, a. r., 2 pak. × 140 g;Iki 01.29;0;3;69;;
35;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eacc9c95.png;-30%;Pjaustytiems mėsos gaminiams WELL DONE;Iki 01.29;0;;;;
36;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eac784da.png;1+1;Karštai rūkytos dešrelės TARCZYNSKI KABANOSI, 7 rūšių, ll r., 2 pak. × 105 g;Iki 01.29;0;2;99;;
37;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eacdab7a.png;2 vnt. už;Vytinta dešra FUET CASERO su pelėsiu, I r., 2 pak. × 170 g;Iki 01.29;0;3;29;;
38;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eacee41e.png;-30%;Vytinta KLEBONIŠKA kumpio dešra, a. r., 200 g;Iki 01.29;0;4;39;6,29;
39;Mėsa ir mėsos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8ead25268.png;-30%;BAJORŲ linijos mėsos gaminiams;Iki 01.29;0;;;;
40;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8eaf4f761.png;3 vnt. už;Glaistytas varškės sūrelis MAGIJA, 9 rūšių, 24 % rieb., 3 vnt. × 45 g;Iki 01.29;0;0;99;;
41;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65afa33a04531.png;2 vnt. už;Riešutų ir šokolado desertas ZOTT MONTE MAX, 13,3% rieb., 2 ind. X 100 g;Iki 01.29;0;0;99;;Tik Su Programele
42;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8eaf27758.png;-31%;Fermentinis ROKIŠKIO sūris riekelėmis, 48 % rieb. s. m., 150 g;Iki 01.29;0;1;29;1,89;
43;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8ecb194c2.png;-40%;ROKIŠKIO NAMINIS sviestas, 82 % rieb., 180 g;Iki 01.29;0;1;49;2,49;
44;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb7e70e6.png;-21%;Pusriebė DVARO varškė, 9 % rieb., 400 g;Iki 01.29;0;2;99;3,79;
45;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb789002.png;;Vištų kiaušiniai FAVORIT, M dydžio, 1 dėž. (10 vnt.);Iki 01.29;0;1;65;;AČIŪ
46;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb76b557.png;;Ekologiškas pienas DOBILAS, 2,5 % rieb., 1 l;Iki 01.29;0;1;69;;AČIŪ
47;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb7c8090.png;;DVARO kefyras, 2,5 % rieb., 900 g;Iki 01.29;0;1;29;;AČIŪ
48;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb74f5f9.png;;DVARO grietinė, 30 % rieb., 380 g;Iki 01.29;0;2;49;;AČIŪ
49;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb8302ca.png;;ROKIŠKIO NAMINĖ grietinėlė, 35 % rieb., 200 ml;Iki 01.29;0;1;19;;AČIŪ
50;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb84e1cd.png;;Pusriebė VILKYŠKIŲ varškė, 9 % rieb., 180 g;Iki 01.29;0;0;95;;AČIŪ
51;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb7a6856.png;;GRŪDĖTA varškė, 7 % rieb., 200 g;Iki 01.29;0;1;39;;AČIŪ
52;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb811818.png;2 vnt. už;Tepamasis lydytas ROKIŠKIO sūrelis, 5 rūšių, 23 % rieb. s. m., 2 pak. × 175 g;Iki 01.29;0;2;99;;
53;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb7339d3.png;-20%;Tepamasis sūris AMFORA, 3 rūšių, 23–25 % rieb. s. m., 180 g;Iki 01.29;0;1;89;2,39;
54;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8ebb40caf.png;-23%;Riebalų tepinys su sviestu VILNIUS, 50 % rieb., 400 g;Iki 01.29;0;1;49;1,95;
55;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8ebbf3037.png;-30%;Lydytas sviestas GOLDEN GHEE, 99,9 % rieb., 500 g;Iki 01.29;0;6;99;9,99;
56;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8ebb8b938.png;;KĖDAINIŲ KONSERVŲ FABRIKO majonezas BE KONSERVANTŲ, 62 % rieb., 630 g;Iki 01.29;0;1;99;;AČIŪ
57;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8ebb6b5bc.png;-33%;OBELIŲ majonezas PREMIUM, 71 % rieb., 350 ml;Iki 01.29;2;1;39;2,09;
58;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8ebb00a46.png;;Čederis FORD FARMS, 3 rūšių, 200 g;Iki 01.29;0;4;79;;AČIŪ
59;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8ebb212b9.png;;Trupintas kietasis sūris DŽIUGAS MILD, 40 % rieb. s. m.,, brandintas 12 mėn., 100 g;Iki 01.29;0;2;19;;AČIŪ
60;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8ebc1f6ce.png;;Tarkuotas sūris PARMIGIANO REGGIANO, 32 % rieb. s. m., 90 g;Iki 01.29;2;2;29;;AČIŪ
61;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8ebaccf9f.png;;Fermentinis DVARO sūris, 50 % rieb. s. m., 240 g;Iki 01.29;0;2;59;;AČIŪ
62;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8ebbd15b8.png;;Lydytas sūris riekelėmis SVALIA, 3 rūšių, 45 % rieb. s. m., 150 g;Iki 01.29;0;2;29;;AČIŪ
63;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8ebbae59b.png;-21%;Varškės sūrio užkandis TARTARE L’APERITIF, 3 rūšių, 70 % rieb., 100 g;Iki 01.29;0;3;29;4,19;
64;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb577253.png;-22%;Graikiškas jogurtas ALMA, 4 % rieb., 370 g;Iki 01.29;0;1;39;1,79;
65;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb4e32cd.png;-21%;Jogurtas WELL DONE, 2 rūšių, 5,1 % rieb., 200 g;Iki 01.29;0;0;59;0,75;
66;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb541010.png;;Ekologiškas jogurtas DOBILAS, 3 rūšių, 2,2–2,4 % rieb., 330 g;Iki 01.29;2;1;19;;AČIŪ
67;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb490472.png;;Ryžių košė RYTAS, 3 rūšių, 6 % rieb., 200 g;Iki 01.29;0;1;29;;AČIŪ
68;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8eab3785b.png;;Ekologiška varškytė MIAU, 3 rūšių, 6 % rieb., 100 g;Iki 01.29;0;0;85;;AČIŪ
69;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65af92d16f8cc.png;4 vnt. už;Glaistytas desertas MIO DELIZZI, 3 rūšių, 28,6–30 % rieb., 4 vnt. × 35 g;Iki 01.29;0;0;59;;
70;Pieno gaminiai ir kiaušiniai;https://offers.maxima.lt/media/MarketingOffer/65ae8eabed697.png;-20%;Veganiškai produkcijai VALSOIA;Iki 01.29;0;;;;
71;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb69052d.png;-44%;Švieži vaivorykštiniai upėtakiai, 1 kg;Iki 01.29;0;4;99;8,99;
72;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb6c854a.png;-41%;Atšildytos nevirtos baltakojės blyškiosios krevetės, 1 kg;Iki 01.29;2;9;99;16,99;
73;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb6199e2.png;-23%;Atšildyta nilinių tilapijų filė be odos, 1 kg;Iki 01.29;2;9;99;12,99;
74;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb644ed4.png;-23%;Atšildyti paprastieji aštuonkojai, 1 kg;Iki 01.29;3;12;99;16,99;
75;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb5e5a35.png;-28%;Šviežia afrikinių šamų plėšikų filė be odos, fasuota, 170 g;Iki 01.29;0;2;49;3,49;
76;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65ae8ead6bc7c.png;-20%;SKANDINAVIŠKA silkių filė EDEGA, 450 g;Iki 01.29;0;2;79;3,49;
77;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65ae8ead9600d.png;-30%;Sūdyta silkių filė WELL DONE aliejuje, 2 rūšių, 240 g;Iki 01.29;0;1;39;1,99;
78;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65ae8ead56444.png;-22%;Pjaustyta lašišų filė ZIGMAS, 2 rūšių, 100 g;Iki 01.29;0;3;09;3,99;
79;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65ae8ead42f1a.png;-20%;Lašišų filė KAIJA su kremu, 3 rūšių, 170 g;Iki 01.29;0;1;75;2,19;
80;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65ae8eadc22ee.png;-50%;Raudonieji lašišinių žuvų ikrai ALASKA GOLD, 140 g;Iki 01.29;2;8;99;17,99;
81;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65ae8eadd6977.png;-24%;"Keptos menkės DESĖ su daržovėmis; grybais aliejuje, 2 rūšių, 350 g";Iki 01.29;0;2;49;3,29;
82;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65ae8eadebe45.png;2 vnt. už;"Jūrų dumbliai su lašiša; kalmarais ir majonezu WELL DONE, 2 rūšių, 2 pak. × 240 g";Iki 01.29;0;1;99;;
83;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65ae8eadae3eb.png;-25%;Tunų konservams CALVO;Iki 01.29;0;;;;
84;Žuvis ir žuvies produktai;https://offers.maxima.lt/media/MarketingOffer/65ae8ead807d5.png;-27%;Tuno paštetas ARGETA, 3 rūšių, 95 g;Iki 01.29;0;1;29;1,79;
85;Kulinarija;https://offers.maxima.lt/media/MarketingOffer/65ae8eba900d1.png;-10%;Graikiškos salotos, fasuotos, 200 g;Iki 01.29;0;1;75;1,95;
86;Kulinarija;https://offers.maxima.lt/media/MarketingOffer/65ae8eba4ea66.png;-12%;Sluoksniuotos silkės salotos su kelmučiais, 1 kg;Iki 01.29;0;6;95;7,95;
87;Kulinarija;https://offers.maxima.lt/media/MarketingOffer/65ae8ebaae9d4.png;-12%;Ryžių ir krabų skonio lazdelių salotos, fasuotos, 300 g;Iki 01.29;0;1;45;1,65;
88;Kulinarija;https://offers.maxima.lt/media/MarketingOffer/65ae8ebfc5b2b.png;-10%;Kepti kiaulienos kotletai su bulvių koše, fasuoti, 300 g;Iki 01.29;0;2;65;2,95;
89;Kulinarija;https://offers.maxima.lt/media/MarketingOffer/65ae8ec019e92.png;-10%;Keptas KIJEVO kotletas su bulvių koše, fasuotas, 290 g;Iki 01.29;0;2;65;2,95;
90;Kulinarija;https://offers.maxima.lt/media/MarketingOffer/65ae8ec03c1b4.png;-12%;"Virta šaltiena su kiauliena ir jautiena; vištiena, 2 rūšių, I r., 1 kg";Iki 01.29;0;6;95;7,95;
91;Kulinarija;https://offers.maxima.lt/media/MarketingOffer/65ae8ebfe9656.png;-16%;Kepti VAIKIŠKI varškėtukai, fasuoti, 330 g;Iki 01.29;0;3;30;3,95;
92;Kulinarija;https://offers.maxima.lt/media/MarketingOffer/65ae8eb420f8c.png;-10%;Keptas ŽARIJOS viščiukas broileris be antibiotikų, 1 kg;Iki 01.29;2;6;25;6,99;
93;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65ae8ec313f87.png;;"Keksiukas su mėlynių; vyšnių įdaru, 2 rūšių, 125 g, 1 vnt.";Iki 01.29;0;0;75;;AČIŪ
94;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65ae8ec287665.png;2 vnt. už;"Kibinas su mėsos; vištienos įdaru, 3 rūšių, 2 vnt. x 105–115 g";Iki 01.29;0;1;35;;
95;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65ae8ec2b0952.png;;Itališka duona, 500 g, 1 vnt.;Iki 01.29;2;1;25;;AČIŪ
96;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65ae8ec38ddcb.png;2 vnt. už;Veganiškas pyragėlis su aviečių ir mėlynių įdaru, 2 vnt. x 65 g;Iki 01.29;0;0;99;;
97;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65ae8eaec2373.png;;Šokolado skonio tortas su maskarponės sūrio kremu, 1 kg;Iki 01.29;0;10;95;;AČIŪ
98;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65ae8eae5f053.png;;KARALIŠKAS tiramisu plokštainis, 1 kg;Iki 01.29;3;9;95;;AČIŪ
99;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65ae8eaeda4ea.png;;Kapotos tešlos plokštainis BRUKNĖ, 1 kg;Iki 01.29;2;8;95;;AČIŪ
100;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65ae8eaf01179.png;;Tortas RAFAELIS, 1 kg;Iki 01.29;3;12;95;;AČIŪ
101;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65ae8eba2b4c0.png;;Tortas su maskarponės sūriu, 1 kg;Iki 01.29;0;10;65;;AČIŪ
102;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65ae8eba0981a.png;-12%;Pyragas TINGINYS, 1 kg;Iki 01.29;0;6;95;7,95;
103;Konditerija;https://offers.maxima.lt/media/MarketingOffer/65ae8eba6ee92.png;-13%;Vyšnių skonio želė su mandarinais, fasuota, 350 g;Iki 01.29;0;1;95;2,25;
104;Duonos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8ec7e52a6.png;-20%;Raikytas SUMUŠTINIŲ batonas, 350 g;Iki 01.29;0;0;99;1,25;
105;Duonos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8ec766eda.png;-29%;PUSRYČIŲ penkių grūdų duona skrudinimui, 450 g;Iki 01.29;0;1;09;1,55;
106;Duonos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8ec8e42ba.png;-18%;Ekologiška viso grūdo ruginė duona TREJOS GIRNOS, 400 g;Iki 01.29;0;1;35;1,65;
107;Duonos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8ec8b61f7.png;-18%;BIRŽŲ DUONOS visų grūdo dalių ruginė raikyta duona, 800 g;Iki 01.29;0;1;95;2,39;
108;Duonos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eaea9f31.png;-17%;Juoda duona AGOTA, 375 g;Iki 01.29;0;1;15;1,39;
109;Duonos gaminiai;https://offers.maxima.lt/media/MarketingOffer/65ae8eaf13696.png;-20%;GARDĖSIO bandelės, 2 rūšių, 1 pak. (2 vnt. × 65 g);Iki 01.29;0;1;19;1,49;
110;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65ae8eae0e4b0.png;-26%;Šaldyti argentininių lydekų filė kepsneliai NOWACO, 400 g;Iki 01.29;2;3;69;4,99;
111;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65ae8eaf3bac0.png;2 vnt. už;Šaldyta rudagalvių menkių filė WELL DONE, 2 rūšių, 2 pak. × 220 g;Iki 01.29;0;2;99;;
112;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65ae8eae93b3f.png;-20%;Šaldytai produkcijai SUNRISE;Iki 01.29;0;;;;
113;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65ae8eaac2779.png;-32%;Šaldyti SIBIRIETIŠKI koldūnai JUDEX su mėsos įdaru, 2 kg;Iki 01.29;0;3;99;5,95;
114;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65ae8eab48322.png;;Šaldytos apkeptos banguotos bulvių lazdelės AVIKO ZIG ZAG, 750 g;Iki 01.29;0;2;39;;AČIŪ
115;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65ae8eaae58b6.png;-40%;Šaldyti vištienos filė kepsneliai džiūvėsėliuose HEAT & EAT, 500 g;Iki 01.29;0;3;59;5,99;
116;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65ae8eab13b5b.png;-20%;Šaldyti sviestiniai kruasanai MANTINGA, 360 g;Iki 01.29;2;2;85;3,59;
117;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65ae8eab856bf.png;-40%;Šaldytos spurgytės POPPIES, 250 g;Iki 01.29;2;2;69;4,49;
118;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65ae8eab74ece.png;-20%;Šaldytoms uogoms ir vaisiams BERIBU;Iki 01.29;2;;;;
119;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65ae8eabb4246.png;1+1;Plombyras puodelyje WELL DONE, 2 rūšių, 2 pak. × 65 g;Iki 01.29;0;0;89;;
120;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65ae8eabca627.png;-44%;Valgomieji ledai ant pagaliuko DADU, 3 rūšių, 63 g;Iki 01.29;0;0;99;1,79;
121;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65ae8eabdb540.png;-40%;Valgomieji ledai ragelyje BALTIJA, 3 rūšių, 83–95 g;Iki 01.29;0;1;49;2,49;
122;Šaldytas maistas;https://offers.maxima.lt/media/MarketingOffer/65ae8eab9af70.png;;KARALIŠKI valgomieji ledai, 3 rūšių, 420–435 g;Iki 01.29;0;4;99;;AČIŪ
123;Saldumynai;https://offers.maxima.lt/media/MarketingOffer/65ae8eb55ce16.png;-40%;DZŪKIJOS gaminiams;Iki 01.29;0;;;;
124;Saldumynai;https://offers.maxima.lt/media/MarketingOffer/65ae8ebeb4e99.png;;Kramtomieji saldainiai ROSHEN CRAZY BEE, sveriami, 1 kg;Iki 01.29;0;4;19;;AČIŪ
125;Saldumynai;https://offers.maxima.lt/media/MarketingOffer/65ae8ebe91271.png;;"PERGALĖS saldainiai VILNIUS; SOSTINĖS, 2 rūšių, sveriami, 1 kg";Iki 01.29;0;10;99;;AČIŪ
126;Saldumynai;https://offers.maxima.lt/media/MarketingOffer/65ae8ebe6c41f.png;;Pieninis šokoladas MILKA, 3 rūšių, 100 g;Iki 01.29;0;1;09;;AČIŪ
127;Saldumynai;https://offers.maxima.lt/media/MarketingOffer/65ae8ebda6939.png;;Šokoladinių saldainių rinkinys MERCI, 3 rūšių, 250 g;Iki 01.29;0;4;49;;AČIŪ
128;Saldumynai;https://offers.maxima.lt/media/MarketingOffer/65ae8ebf50175.png;;Pieninis šokoladas ROSHEN LACMI, 2 rūšių, 90 g;Iki 01.29;0;0;99;;AČIŪ
129;Saldumynai;https://offers.maxima.lt/media/MarketingOffer/65ae8ebf99ce4.png;;Pieninis šokoladas KINDER, 100 g;Iki 01.29;0;1;49;;AČIŪ
130;Saldumynai;https://offers.maxima.lt/media/MarketingOffer/65ae8ebf2ca6e.png;2 vnt. už;Šokoladinis batonėlis LION, 3 rūšių, 2 pak. × 60 g;Iki 01.29;0;1;19;;
